,Records,Labels
616,assist him his master told him he might choos one in neighbourhood sever were anxious get into such good place but gilbert said he prefer edmund befor them all becaus he knew him be industri honest good natur lad who alway told truth so edmund went into servic at vicarag his master was father of isabella carolin he found his new way of life veri pleasant for he was well fed well cloth well treat he everi day learn more of his busi in which at first he was rather awkward he was mind do all mr gilbert requir of him he was so oblig all his fellow servant they could not help like him but there was one thing which was at first rather disagre him he was oblig wear shoe stock they hurt his feet besid when he wait at dinner he made such nois in walk his,edgeworth-parents
617,fellow servant laugh at him he told his sister mari of his distress she made for him after mani trial pair of cloth shoe with sole of plat hemp in these he could walk without make least nois as these shoe could not be worn out of door he was alway sure chang them befor he went out consequ he had alway clean shoe wear in hous the author has seen pair of shoe such as here describ made in few hour it was soon remark by men servant he had left off clump so heavili was observ by maid he never dirti stair or passag with his shoe when he was prais for these thing he said was his sister mari who should be thank not he he show shoe which she had made for him isabella s maid bespok pair immedi sent mari piec of pretti calico for,edgeworth-parents
618,outsid the last maker made last for her over mari sew calico vamp tight her brother advis her tri plat packthread instead of hemp for sole she found look more neat than hemp sole was like last longer she plat packthread togeth in strand of about half inch thick these were serv firm togeth at bottom of shoe when they were finish they fit well maid show them her mistress isabella carolin were so well pleas with mari s ingenu kind her brother they bespok from her two dozen of these shoe gave her three yard of colour fustian make them of galloon for bind when shoe were complet isabella carolin dispos of them for her amongst their acquaint got three shill pair for them the young ladi as soon as they had collect money walk old castl where they found everyth neat clean as usual they had great pleasur,edgeworth-parents
619,in give industri girl reward of her ingenu which she receiv with some surpris more gratitud they advis her continu shoemak trade as they found shoe were like they knew they could have sale for them at repositori in dublin mari encourag by these kind friend went on with her littl manufactur with increas activ peggi ann plat packthread bast vamp line togeth readi for her edmund was allow come home for hour everi morn provid he was back again befor eight o clock it was summer time he got up earli becaus he like go home see his sister he took his share in manufactori it was his busi hammer sole flat as soon as he came home everi morn he perform his task with so much cheer sang so merrili at his work hour of his arriv was alway hour of joy famili mari had present employ enough,edgeworth-parents
620,upon her hand order came her for shoe from mani famili in neighbourhood she could not get them finish fast enough she howev in midst of her hurri found time make veri pretti pair with neat rose as present for her schoolmistress who now she saw her pupil in good way of busi consent receiv amount of her old debt sever of children who went her school were delight with sight of mari s present went littl manufactori at rossmor castl find out how these shoe were made some went from curios other from idl but when they saw how happi littl shoemak seem whilst busi at work they long take some share in what was go forward one beg mari let her plat some packthread for sole anoth help peggi ann bast in line all who could get employ were pleas for idl one were shove out of way,edgeworth-parents
621,it becam custom with children of villag resort old castl at their play hour was surpris see how much was done by ten or twelv of them each do but littl at time one morn edmund littl manufactur were assembl veri earli they were busi at their work all sit round meal chest which serv them for tabl my hand must be wash said georg littl boy who came run in i ran so fast i might be in time go work along with you all i tumbl down look how i have dirti my hand most hast worst speed my hand must be wash befor i can do anyth whilst georg was wash his hand two other littl children who had just finish their morn s work came him beg he would blow some soap bubbl for them they were all three eager blow bubbl watch them mount into,edgeworth-parents
622,air when sudden they were startl by nois as loud as thunder they were in sort of outer court of castl next room in which all their companion were at work they ran precipit into room exclaim did you hear nois i thought i heard clap of thunder said mari but whi do you look so frighten as she finish speak anoth louder nois wall round about them shook the children turn pale stood motionless but edmund threw down his hammer ran out see what was matter mari follow him they saw great chimney of old ruin at farthest side of castl had fallen down was caus of prodigi nois the part of castl in which they live seem as edmund said be perfect safe but children of villag were terrifi think whole would come tumbl down direct they ran their home as fast as they could edmund who was,edgeworth-parents
623,courag lad proud of show his courag laugh at their cowardic but mari who was veri prudent persuad her brother ask experienc mason who was build at his master s come give his opinion whether their part of castl was safe live in or not the mason came gave as his opinion room they inhabit might last through winter but no part of ruin could stand anoth year mari was sorri leav place of which she had grown fond poor as was have live in in peac content ever sinc her mother s death which was now near four year but she determin look out for some other place live in she had now money enough pay rent of comfort cabin without lose ani time she went villag was at end of avenu lead vicarag for she wish get lodg in villag becaus was so near her brother ladi who,edgeworth-parents
624,had been so kind her she found there was one newli built hous in villag unoccupi belong mr harvey her landlord who was still in england was slate neat fit up insid but rent of was six guinea year was far abov what mari could afford pay three guinea year she thought was highest rent for which she could ventur engag besid she heard sever propos had been made mr harvey for hous she knew mr hopkin agent was not her friend therefor she despair of get there was no other be had in villag her brother was still more vex than she was she could not find place near him he offer give guinea year toward rent out of his wage mr gilbert spoke about for him steward inquir whether amongst ani of those who had given in propos there might not be one who would be content with,edgeworth-parents
625,part of hous who would join with mari in pay rent none could be found but woman who was great scold man who was famous for go law about everi trifl with his neighbour mari did not choos have anyth do with these peopl she did not like speak either miss isabella or carolin about becaus she was not of encroach temper when they had done so much for her she would have been asham beg for more she return home old castl mortifi she had no good news tell ann peggi who she knew expect hear she had found nice hous for them in villag near their brother bad news for you peggi cri she as soon as she got home and bad news for you mari repli her sister who look veri sorrow what s matter your poor goat dead repli peggi there she yonder lie under great,edgeworth-parents
626,corner stone you can just see her leg we cannot lift stone from off her so heavi betsi one of neighbour s girl say she rememb when she came us work earli morn she saw goat rub itself but with it horn against old totter chimney mani s time said mari i have driven poor thing away from place i was alway afraid she would shake great ugli stone down upon her at last the goat who had long been favourit of mari her sister was lament by them all when edmund came he help them move great stone from off poor anim who was crush so as be terribl sight as they were move away stone in order buri goat ann found odd look piec of money which seem neither like halfpenni nor shill nor guinea here are more great mani more of them cri peggi upon search amongst,edgeworth-parents
627,rubbish they discov small iron pot which seem as if had been fill with these coin as vast number of them were found about spot where fell on examin these coin edmund thought sever of them look like gold girl exclaim with great joy oh mari mari come us just in right time now you can pay for slate hous never was anyth so lucki but mari though noth could have pleas her better than have been abl pay for hous observ they could not honest touch ani of treasur as belong owner of castl edmund agre with her they ought carri all immedi mr hopkin agent peggi ann were convinc by what mari said they beg go along with her their brother take coin mr hopkin on their way they stop at vicarag show treasur mr gilbert who took young ladi isabella carolin told them how had been found,edgeworth-parents
628,it not onli by their superior rich but yet more by their superior knowledg person in higher rank of life may assist those in lower condit isabella who had some knowledg of chemistri discov by touch coin with nitric acid sever of them were of gold consequ of great valu carolin also found out mani of coin were veri valuabl as curios she recollect her father s have shown her print of coin at end of each king s reign in rapin s histori of england upon compar these impress with coin found by orphan she perceiv mani of them were of reign of henri seventh which from their scarciti were high appreci by numismat collector isabella carolin know someth of charact of mr hopkin agent had precaut count coin mark each of them with cross so small was scarc visibl nake eye though was easili be seen through magnifi,edgeworth-parents
629,glass they also beg their father who was well acquaint with mr harvey gentleman whom rossmor castl belong write him tell him how well these orphan had behav about treasur which they had found the valu of coin was estim at about thirti or forti guinea a few day after fall of chimney at rossmor castl as mari her sister were sit at their work there came hobbl in old woman lean on crab stick seem have been newli cut she had broken tobacco pipe in her mouth her head was wrap up in two larg red blue handkerchief with their crook corner hang far down over back of her neck no shoe on her broad feet nor stock on her mani colour leg her petticoat was jag at bottom skirt of her gown turn up over her shoulder serv instead of cloak which she had sold for whiski this,edgeworth-parents
630,old woman was well known amongst countri peopl by name of goodi grope becaus she had for mani year been in habit of grope in old castl in moat at bottom of round tower in neighbourhood in search of treasur in her youth she had heard someon talk in whisper of old propheci found in bog which said befor mani st patrick s day should come about there would be found a treasur under ground by one within twenti mile round this propheci made deep impress upon her she also dream of three time as dream she thought was sure token propheci was come true she from time forward gave up her spin wheel her knit could think of noth but hunt for treasur was be found by one within twenti mile round goodi not word use in ireland collyogh irish appel of old woman but as collyogh might sound,edgeworth-parents
631,strang english ear we have translat by word goodi what are in ireland call moat are in england call danish mound or barrow near kell in ireland there round tower which was in immin danger of be pull down by old woman s root at it foundat in hope of find treasur year after year st patrick s day came about without her ever find farth by all her grope as she was alway idl she grew poorer poorer besid comfort herself for her disappoint give her spirit for fresh search she took drink she sold all she had by degre but still she fanci lucki day would come sooner or later that would pay for all goodi grope howev reach her sixtieth year without ever see lucki day now in her old age she was beggar without hous shelter her bed lie on or food put into her mouth,edgeworth-parents
632,but what she beg from chariti of those who had trust more than she had industri less luck ah mari honey give me potato sup of someth for love o merci for not bit have i had all day except half glass of whiski halfpenni worth of tobacco mari immedi set befor her some milk pick good potato out of bowl for her she was sorri see such old woman in such wretch condit goodi grope said she would rather have spirit of some kind or other than milk but mari had no spirit give her so she sat herself down close fire after she had sigh groan smoke for some time she said mari well what have you done with treasur you had luck find mari told her she had carri mr hopkin agent that s not what i would have done in your place repli old woman when,edgeworth-parents
633,good luck came you what shame turn your back upon but idl talk of what s done s past but i ll tri my luck in here castl befor next st patrick s day come about i was told was more than twenti mile from our bog or i would have been here long ago but better late than never mari was much alarm not without reason at speech for she knew if goodi grope onc set work at foundat of old castl of rossmor she would soon bring all down it was in vain talk goodi grope of danger of buri herself under ruin or of improb of her meet with anoth pot of gold coin she set her elbow upon her knee stop her ear with her hand bid mari her sister not wast their breath advis their elder for let them say what they would she would,edgeworth-parents
634,fall work next morn bar you ll make worth my while let alon and what will make worth your while let alon said mari for she saw she must either get into quarrel or give up her habit or compli with condit of provok old woman half crown goodi grope said was least she could be content take mari paid half crown was in hope she had got rid for ever of her tormentor but she was mistaken for scarc was week at end befor old woman appear befor her again repeat her threat of fall work next morn unless she had someth given her buy tobacco the next day next next goodi grope came on same errand poor mari who could ill afford suppli her constant with halfpenc at last exclaim i am sure find of treasur has not been ani good luck us but quit contrari i wish,edgeworth-parents
635,we never had found mari did not yet know how much she was suffer on account of unfortun pot of gold coin mr hopkin agent imagin no one knew of discoveri of treasur but himself these poor children so not be as honest as they were he resolv keep for his own use he was surpris some week afterward receiv letter from his employ mr harvey demand from him coin which had been discov at rossmor castl hopkin had sold gold coin some of other he flatter himself children young ladi whom he now found they had been shown could not tell whether what they had seen were gold or not he was not in least apprehens those of henri seventh s reign should be reclaim from him as he thought they had escap attent so he sent over silver coin other of littl valu apolog for his not have,edgeworth-parents
636,mention them befor by say he consid them as mere rubbish mr harvey in repli observ he could not consid as rubbish gold coin which were amongst them when they were discov he inquir whi these gold coin those of reign of henri seventh were not now sent him mr hopkin deni he had ever receiv ani such but he was thunderstruck when mr harvey in repli falsehood sent him list of coin which orphan had deposit with him exact draw of those were miss he inform him list these draw came from two ladi who had seen coin in question mr hopkin thought he had no mean of escap but by bold persist in falsehood he repli was veri like such coin had been found at rossmor castl ladi allud had probabl seen them but he posit declar they never came his hand he had restor all were deposit,edgeworth-parents
637,with him as other he suppos they must have been taken out of pot by children or by edmund or mari on their way from ladi hous his the orphan were shock astonish when they heard from isabella carolin charg was made against them they look at one anoth in silenc for some moment then peggi exclaim sure mr hopkin has forgotten himself strang doe not he rememb edmund s count thing him upon great tabl in his hall we all stand by i rememb as well as if was instant and so do i cri ann and don t you recollect mari your pick out gold one tell mr hopkin they were gold he said you knew noth of matter i was go tell him miss isabella had tri them knew they were gold but just then there came in some tenant pay their rent he push us out,edgeworth-parents
638,twitch from my hand piec of gold which i had taken up show him bright spot which miss isabella had clean by stuff she had pour on i believ he was afraid i should steal he twitch from my hand in such hurri do edmund do mari let us go him put him in mind of all i ll go him no more said edmund sturdili he bad man i ll never go him again mari don t be cast down we have no need be cast down we are honest true said mari but not hard case we who have live as my mother did all her life befor us in peac honesti with all world should now have our good name taken from us when mari s voic falter stop it can t be taken from us cri edmund poor orphan though we are he rich gentleman as,edgeworth-parents
639,he call himself let him say do what he will he can t hurt our good name edmund was mistaken ala mari had but too much reason for her fear the affair was great deal talk of agent spare no pain have stori told his own way the orphan conscious of their own innoc took no pain about matter consequ was all who knew them well had no doubt of their honesti but mani who knew noth of them conclud agent must be in right children in wrong the buzz of scandal went on for some time without reach their ear becaus they live veri retir but one day when mari went sell some stock of peggi s knit at neighbour fair man whom she sold them bid her write her name on back of note exclaim on see ho ho mistress i d not have had ani deal with,edgeworth-parents
640,you had i known your name sooner where s gold you found at rossmor castl it was in vain mari relat fact she saw she gain no belief as her charact was not known man or ani of those who were present she left fair as soon as she could though she struggl against she felt veri melancholi still she exert herself everi day at her littl manufactur she endeavour consol herself by reflect she had two friend left who would not give up her charact who continu steadili protect her her sister isabella carolin everywher assert their belief in integr of orphan but prove was in instanc out of their power mr hopkin agent his friend constant repeat gold coin were taken away in come from their hous his these ladi were blame by mani peopl for continu counten those were with great reason suspect be thiev the orphan,edgeworth-parents
641,were in wors condit than ever when winter came on their benefactress left countri spend some month in dublin the old castl was true was like last through winter as mason said but though want of comfort hous live in was littl while ago uppermost thing in mari s thought now was not so one night as mari was go bed she heard someon knock hard at door mari are you up let us in cri voic which she knew be voic of betsi green postmast s daughter who live in villag near them she let betsi in ask what she could want at such time of night give me sixpenc i ll tell you said betsi but waken ann peggi here s letter just come by post for you i step over you with becaus i guess you d be glad have see your brother s handwrit peggi ann,edgeworth-parents
642,were soon rous when they heard there was letter from edmund it was by one of his rush candl mari read letter was as follow dear mari nanci and littl peg joy joy i alway said truth would come out at last he could not take our good name from us but i will not tell you how all came about till we meet which will be next week as we are i mean master mistress young ladi bless them mr gilbert i come down vicarag keep christma happi christma tis like be for honest folk as for they are not honest not for them expect be happi at christma or ani other time you shall know all when we meet so till then fare ye well dear mari nanci littl peg your joy affection brother edmund to comprehend whi edmund joy our reader must be inform of certain thing,edgeworth-parents
643,which happen after isabella carolin went dublin one morn they went with their father mother see magnific librari of nobleman who took generous polit pleasur in thus share advantag of his wealth station with all who had ani pretens scienc or literatur know gentleman who was now come see his librari was skill in antiqu nobleman open drawer of medal ask his opinion concern age of some coin which he had late purchas at high price they were veri same which orphan had found at rossmor castl isabella carolin knew them again instant as cross which isabella had made on each of them was still visibl through magnifi glass there could be no possibl of doubt the nobleman who was much interest both by stori of these orphan manner in which was told him sent immedi for person from whom he had purchas coin he was jew broker at first,edgeworth-parents
644,he refus tell them from whom he got them becaus he had bought them he said under promis of secreci be further press he acknowledg was made condit in his bargain he should not sell them anyon in ireland but he had been tempt by high price present nobl possessor had offer at last when jew was inform coin were stolen he would be proceed against as receiv of stolen good if he did not confess whole truth he declar he had purchas them from gentleman whom he had never seen befor or sinc but he ad he could swear his person if he saw him again now mr hopkin agent was at time in dublin carolin s father post jew next day in back parlour of banker s hous with whom mr hopkin had on day appoint settl some account mr hopkin came jew knew him swore he was,edgeworth-parents
645,man who had sold coin him thus guilt of agent innoc of orphan were complet prove a full account of all happen was sent england mr harvey their landlord few post afterward there came letter from him contain dismiss of dishonest agent reward for honest industri orphan mr harvey desir mari her sister might have slate hous rent free from time forward under care of ladi isabella carolin as long as mari or her sister should carri on in ani use busi this was joy news which edmund had tell his sister all neighbour share in their joy day of their remov from ruin of rossmor castl their new hous was happiest of christma holiday they were not envi for their prosper becaus everybodi saw was reward of their good conduct everybodi except goodi grope she exclaim as she wrung her hand with violent express of sorrow bad luck me,edgeworth-parents
646,bad luck me whi didn t i go sooner there castl it all luck all luck in world but i never had no luck think of luck of these childer have found pot of gold such great grand friend slate hous all here am i with scarc rag cover me not potato put into my mouth i have been look under ground all my day for treasur not have halfpenni at last buy me tobacco that veri reason you have not halfpenni said betsi here mari has been work hard so have her two littl sister her brother for these five year past they have made money for themselv by their own industri friend too not by luck but by phoo phoo interrupt goodi grope don t be prate don t i know as well as you do they found pot of gold by good luck not caus whi they,edgeworth-parents
647,are go live in slate hous now no repli postmast s daughter hous given them as a reward was word in letter for i saw edmund show me will show anyon want see this hous was given them as a reward for their honesti lazi lawrenc in pleasant valley of ashton there live elder woman of name of preston she had small neat cottag there was not weed be seen in her garden it was upon her garden she chiefli depend for support consist of strawberri bed one small border for flower the pink rose she tie up in nice nosegay sent either clifton or bristol be sold as her strawberri she did not send them market becaus was custom for number of peopl come from clifton in summer time eat strawberri cream at garden in ashton now widow preston was so oblig activ good humour everyon who came see,edgeworth-parents
648,her was pleas she live happili in manner for sever year but ala one autumn she fell sick dure her ill everyth went wrong her garden was neglect her cow die all money which she had save was spent in pay for medicin the winter pass away while she was so weak she could earn but littl by her work when summer came her rent was call for rent was not readi in her littl purs as usual she beg few month delay they were grant her but at end of time there was no resourc but sell her hors lightfoot now lightfoot though perhap he had seen his best day was veri great favourit in his youth he had alway carri dame market behind her husband was now her littl son jem s turn ride him it was jem s busi feed lightfoot take care of him charg which,edgeworth-parents
649,he never neglect for besid be veri good natur he was veri industri boy it will go near break my jem s heart said dame preston herself as she sat one even besid fire stir ember consid how she had best open matter her son who stood opposit her eat dri crust of bread veri heartili for supper jem said old woman what ar t hungri that i am brave hungri ay no wonder you ve been brave hard at work eh brave hard i wish was not so dark mother you might just step out see great bed i ve dug i know you d say was no bad day s work oh mother i ve good news farmer truck will give us giant strawberri i m go for em tomorrow morn i ll be back afor breakfast god bless boy how he talk four mile there four mile,edgeworth-parents
650,back again afor breakfast ay upon lightfoot you know mother veri easili mayn t i ay child whi do you sigh mother finish thi supper child i ve done cri jem swallow last mouth hastili as if he thought he had been too long at supper now for great needl i must see mend lightfoot s bridl afor i go bed to work he set by light of fire dame have onc more stir began again with jem dear doe he go lame at all now what lightfoot oh la no not he never was so well of his lame in all his life he s grown quit young again i think then he s so fat he can hard wag god bless him s right we must see jem keep him fat for what mother for monday fortnight at fair he s be sold lightfoot cri jem let bridl,edgeworth-parents
651,fall from his hand will mother sell lightfoot will no but i must jem must who say you must whi must you mother i must i say child whi must not i pay my debt honest must not i pay my rent was not call for long long ago have not i had time did not i promis pay for certain monday fortnight am not i two guinea short where am i get two guinea so what signifi talk child said widow lean her head upon her arm lightfoot must go jem was silent for few minut two guinea s great great deal if i work work work ever so hard i could no way earn two guinea afor monday fortnight could i mother lord help thee no not work thyself death but i could earn someth though i say cri jem proud i will earn someth if be ever,edgeworth-parents
652,so littl will be someth i shall do my veri best so i will that i m sure of my child said his mother draw him toward her kiss him you were alway good industri lad that i will say afor your face or behind your back but won t do now lightfoot must go jem turn away struggl hide his tear went bed without say word more but he knew cri would do no good so he present wipe his eye lay awak consid what he could possibl do save hors if i get ever so littl he still said himself will be someth who know but landlord might then wait bit longer we might make all up in time for penni day might come two guinea in time but how get first penni was question then he recollect one day when he had been sent clifton sell some,edgeworth-parents
653,flower he had seen old woman with board besid her cover with various sparkl stone which peopl stop look at as they pass he rememb some peopl bought stone one paid twopenc anoth threepenc anoth sixpenc for them jem heard her say she got them amongst neighbour rock so he thought if he tri he might find some too sell them as she had done earli in morn he waken full of scheme jump up dress himself have given one look at poor lightfoot in his stabl set off clifton in search of old woman inquir where she found her sparkl stone but was too earli in morn old woman was not at her seat so he turn back again disappoint he did not wast his time wait for her but saddl bridl lightfoot went farmer truck s for giant strawberri a great part of morn was spent in put,edgeworth-parents
654,them into ground as soon as was finish he set out again in quest of old woman whom his great joy he spi sit at her corner of street with her board befor her but old woman was deaf cross when at last jem made her hear his question he could get no answer from her but she found fossil where he would never find ani more but can t i look where you look look away nobodi hinder you repli old woman these were onli word she would say jem was not howev boy be easili discourag he went rock walk slowli along look at all stone as he pass present he came place where number of men were at work loosen some larg rock one amongst workmen was stoop down look for someth veri eager jem ran up ask if he could help him yes said man you,edgeworth-parents
655,can i ve just drop amongst heap of rubbish fine piec of crystal i got day what kind of look thing said jem white like glass said man went on work whilst jem look veri care over heap of rubbish for great while come said man s gone for ever don t troubl yourself ani more my boy it s no troubl i ll look littl longer we ll not give up so soon said jem after he had look littl longer he found piec of crystal thank e said man you are fine littl industri fellow jem encourag by tone of voic in which man spoke ventur ask him same question which he had ask old woman one good turn deserv anoth said man we are go dinner just now shall leav off work wait for me here i ll make worth your while jem wait as he was,edgeworth-parents
656,veri attent observ how workmen went on with their work he heard somebodi near him give great yawn turn round he saw stretch upon grass besid river boy about his own age who in villag of ashton as he knew went by name of lazi lawrenc name which he most just deserv for he never did anyth from morn night he neither work nor play but saunter or loung about restless yawn his father was ale hous keeper be general drunk could take no care of his son so lazi lawrenc grew everi day wors wors howev some of neighbour said he was good natur poor fellow enough would never do anyon harm but himself whilst other who were wiser often shook their head told him idl was root of all evil what lawrenc cri jem him when he saw him lie upon grass what are you asleep not quit,edgeworth-parents
657,are you awak not quit what are you do there noth what are you think of noth what make you lie there i don t know becaus i can t find anybodi play with me day will you come play no i can t i m busi busi cri lawrenc stretch himself you are alway busi i would not be you for world have so much do alway and i said jem laugh would not be you for world have noth do they then part for workman just then call jem follow him he took him home his own hous show him parcel of fossil which he had gather he said on purpos sell but had never had time enough sell them now howev he set about task have pick out those which he judg be best he put them in small basket gave them jem sell upon condit he,edgeworth-parents
658,should bring him half of what he got jem pleas be employ was readi agre what man propos provid his mother had no object when he went home dinner he told his mother his scheme she smile said he might do as he pleas for she was not afraid of his be from home you are not idl boy said she so there littl danger of your get into ani mischief accord jem even took his stand with his littl basket upon bank of river just at place where peopl land from ferri boat walk turn well number of peopl perpetu pass drink water he chose his place well wait near all even offer his fossil with great assidu everi passeng but not one person bought ani hallo cri some sailor who had just row boat land bear hand here will you my littl fellow carri these parcel for us,edgeworth-parents
659,into yonder hous jem ran down immedi for parcel did what he was ask do so quick with so much good will master of boat took notic of him when he was go away stop ask him what he had got in his littl basket when he saw they were fossil he immedi told jem follow him for he was go carri some shell he had brought from abroad ladi in neighbourhood who was make grotto she will veri like buy your stone into bargain come along my lad we can but tri the ladi live but veri littl way off so they were soon at her hous she was alon in her parlour was sort bundl of feather of differ colour they lay on sheet of pasteboard upon window seat happen as sailor was bustl round tabl show off his shell he knock down sheet of pasteboard scatter all,edgeworth-parents
660,feather the ladi look veri sorri which jem observ he took opportun whilst she was busi look over sailor s bag of shell gather togeth all feather sort them accord their differ colour as he had seen them sort when he first came into room where littl boy you brought with you i thought i saw him here just now and here i am ma am cri jem creep from under tabl with some few remain feather which he had pick from carpet i thought ad he point other i had better be do someth than stand idl ma am she smile pleas with his activ simplic began ask him sever question such as who he was where he live what employ he had how much day he earn by gather fossil this first day i ever tri said jem i never sold ani yet if you don t buy,edgeworth-parents
661,em now ma am i m afraid nobodi els will for i ve ask everybodi els come then said ladi laugh if case i think i had better buy them all so empti all fossil out of his basket she put half crown into jem s eye sparkl with joy oh thank you ma am said he i will be sure bring you as mani more morrow yes but i don t promis you said she give you half crown morrow but perhap though you don t promis you will no said ladi do not deceiv yourself i assur you i will not that instead of encourag you be industri would teach you be idl jem did not quit understand what she meant by but answer i m sure i don t wish be idl what i want earn someth everi day if i know how i m sure i,edgeworth-parents
662,don t wish be idl if you knew all you d know i did not how do you mean if i knew all whi i mean if you knew about lightfoot who s lightfoot whi mammi s hors ad jem look out of window i must make hast home feed him afor get dark he ll wonder what s gone with me let him wonder few minut longer said ladi tell me rest of your stori i ve no stori ma am tell but as how mammi say he must go fair monday fortnight be sold if she can t get two guinea for her rent i should be main sorri part with him for i love him he love me so i ll work for him i will all i can to be sure as mammi say i have no chanc such littl fellow as i am of earn,edgeworth-parents
663,two guinea afor monday fortnight but are you will earnest work said ladi you know there great deal of differ between pick up few stone work steadili everi day all day long but said jem i would work everi day all day long then said ladi i will give you work come here morrow morn my garden will set you weed shrubberi i will pay you sixpenc day rememb you must be at gate by six o clock jem bow thank her went away it was late in even jem was impati get home feed lightfoot yet he recollect he had promis man who had trust him sell fossil he would bring him half of what he got for them so he thought he had better go him direct away he went run along by watersid about quarter of mile till he came man s hous he was just come,edgeworth-parents
664,home from work was surpris when jem show him half crown say look what i got for stone you are have half you know no said man when he had heard his stori i shall not take half of was given you i expect but shill at most half of but sixpenc i ll take wife give lad two shill take half crown so wife open old glove took out two shill man as she open glove put in his finger took out littl silver penni there he shall have into bargain for his honesti honesti best polici there s lucki penni for you i ve kept ever sinc i can rememb don t you ever go part with do ye hear cri woman let him do what he will with wife said man but argu wife anoth penni would do just as well buy gingerbread s what will go,edgeworth-parents
665,for no shall not i promis you said jem so he ran away home fed lightfoot stroke him went bed jump up at five o clock in morn went sing work as gay as lark four day he work everi day all day long everi even ladi when she came out walk in her garden look at his work at last she said her garden this littl boy work veri hard never had so good littl boy about ground said garden he s alway at his work let me come by when i will he has got twice as much done as anoth would do yes twice as much ma am for look here he began at ere rose bush now he s got where you stand ma am here day s work t other boy he s three year older too did day i say measur jem s fair,edgeworth-parents
666,s twice as much i m sure well said ladi her garden show me how much fair day s work for boy of his age come at six o clock go at six whi about much ma am said garden mark off piec of border with his spade then littl boy said ladi so much shall be your task everi day the garden will mark off for you when you ve done rest of day you may do what you pleas jem was extrem glad of next day he had finish his task by four o clock so he had all rest of even himself he was as fond of play as ani littl boy could be when he was at he play with all eager gaieti imagin so as soon as he had finish his task fed lightfoot put by sixpenc he had earn day he ran playground in,edgeworth-parents
667,villag where he found parti of boy play amongst them lazi lawrenc who inde was not play but loung upon gate with his thumb in his mouth the rest were play at cricket jem join them was merriest most activ amongst them till at last when quit out of breath with run he was oblig give up rest himself sat down upon stile close gate on which lazi lawrenc was swing and whi don t you play lawrenc said he i m tire said lawrenc tire of what i don t know well what tire me grandmoth say i m ill i must take someth i don t know what ail me oh pugh take good race one two three away you ll find yourself as well as ever come run one two three away ah no i can t run inde said he hang back heavili you know i,edgeworth-parents
668,can play all day long if i like so i don t mind play as you do who have onli one hour for so much wors for you come now i m quit fresh again will you have one game at ball do no i tell you i can t i m as tire as if i had been work all day long as hard as hors ten time more said jem for i have been work all day long as hard as hors yet you see i m not bit tire onli littl out of breath just now that s veri odd said lawrenc yawn for want of some better answer then take out hand of halfpenc see what i got from father today becaus i ask him just at right time when he had drunk glass or two then i can get anyth i want out of him,edgeworth-parents
669,see penni twopenc threepenc fourpenc there s eightpenc in all would not you be happi if you had eightpenc whi i don t know said jem laugh for you don t seem happi you have eightpenc that doe not signifi though i m sure you onli say becaus you envi me you don t know what have eightpenc you never had more than twopenc or threepenc at time in all your life jem smile oh as said he you are mistaken for i have at veri time more than twopenc threepenc or eightpenc either i have let me see stone two shill then five day work s five sixpenc s two shill sixpenc in all make four shill sixpenc my silver penni four sevenp four sevenp you have not said lawrenc rous so as absolut stand upright four sevenp have you show me then i ll believ you follow me,edgeworth-parents
670,then cri jem i ll soon make you believ me come is far said lawrenc follow half run half hobbl till he came stabl where jem show him his treasur and how did you come by honest honest be sure i did i earn all lord bless me earn well i ve great mind work but then s such hot weather besid grandmoth say i m not strong enough yet for hard work besid i know how coax daddi out of money when i want so i need not work but four sevenp let s see what will you do with all that s secret said jem look great i can guess i know what i d do with if was mine first i d buy pocket of gingerbread then i d buy ever so mani appl nut don t you love nut i d buy nut enough last me,edgeworth-parents
671,from time christma i d make littl newton crack em for me for s worst of nut there s troubl of crack em well you never deserv have nut but you ll give me some of your said lawrenc in fawn tone for he thought easier coax than work you ll give me some of your good thing won t you i shall not have ani of those good thing said jem then what will you do with all your money oh i know veri well what do with but as i told you s secret i sha n t tell anybodi come now let s go back play their game s up i daresay lawrenc went back with him full of curios out of humour with himself his eightpenc if i had four sevenp said he himself i certain should be happi the next day as usual jem jump,edgeworth-parents
672,up befor six o clock went his work whilst lazi lawrenc saunter about without know what do with himself in cours of two day he laid out sixpenc of his money in appl gingerbread as long as these last he found himself well receiv by his companion but at length third day he spent his last halfpenni when was gone unfortun some nut tempt him veri much but he had no money pay for them so he ran home coax his father as he call when he got home he heard his father talk veri loud at first he thought he was drunk but when he open kitchen door he saw he was not drunk but angri you lazi dog cri he turn sudden upon lawrenc gave him such violent box on ear as made light flash from his eye you lazi dog see what you ve done for me,edgeworth-parents
673,look look look i say lawrenc look as soon as he came use of his sens with fear amaz remors beheld at least dozen bottl burst fine worcestershir cider stream over floor now did not i order you three day ago carri these bottl cellar did not i charg you wire cork answer me you lazi rascal did not i yes said lawrenc scratch his head and whi was not done i ask you cri his father with renew anger as anoth bottl burst at moment what do you stand there for you lazi brat whi don t you move i say no no catch hold of him i believ you can t move but i ll make you and he shook him till lawrenc was so giddi he could not stand what had you think of what had you do all day long you could not carri my cider,edgeworth-parents
